model,pooling,accuracy,macro_f1,weighted_f1,best_epoch
v04_roberta_cls,CLS,0.5693430656934306,0.49432945894700203,0.5543466521666386,10
v05_roberta_mean,mean,0.5645985401459854,0.49656689039778307,0.5495406105287156,10
