train_rows,leaderboard_rows,train_unique_normalized_literals,leaderboard_unique_normalized_literals,leaderboard_normalized_literals_seen_in_train,leaderboard_seen_in_train_share,train_mean_chars,leaderboard_mean_chars,train_mean_whitespace_tokens,leaderboard_mean_whitespace_tokens
13700,6667,7844,4737,2452,0.517627190204771,16.94832116788321,17.15149242537873,2.21014598540146,2.2225888705564723
