y_category,rank,char_ngram,coefficient
M,9,rosi,1.5733921373514292
M,10,osis,1.5095974736430893
M,11,osis ,1.5095974736430893
M,12,rosis,1.4436880912517338
M,13,osi,1.4235019017440504
M,14,trosi,1.3837325785323096
M,15,isc,1.3412994833508214
M,16, ar,1.3266584687900138
M,17,artro,1.3265662035679773
M,18,tros,1.316663519755761
M,19, art,1.2867105513921813
M,20, go,1.2704150982320475
N,1,rc ,1.742095107463309
N,2, ur,1.59374092594395
N,3, ren,1.5241877988271237
N,4,etr,1.4852211591602256
N,5, rena,1.4848968438829193
N,6, ir,1.4708361325634693
N,7,renal,1.3471961868783062
N,8,nefr,1.3287269841892875
N,9, cin ,1.325149513922366
N,10,cin ,1.325149513922366
N,11, cin,1.325149513922366
N,12,efr,1.3236871523351472
N,13,nef,1.3232357047062813
N,14,enal ,1.3163595745295043
N,15,uiste,1.2861534506788295
N,16,enal,1.2827700353316243
N,17,rena,1.2079813329869014
N,18, irc ,1.20459738783711
N,19,in ,1.2022076873116905
N,20,irc ,1.1859838751935605
O,1,part,2.6171183447976536
O,2, part,2.5825248095720545
O,3,pp ,2.3606485409865914
O,4, par,2.3214169361421364
O,5,par,2.2754355914695408
O,6,art,2.2618599482317223
O,7, pa,2.08075824983274
O,8,part ,1.9936468243577987
O,9, ge,1.9734080716204374
O,10,art ,1.9683715597502704
O,11,3t ,1.9088083124224298
O,12, 3t ,1.9088083124224298
O,13, 3t,1.9088083124224298
O,14, 2t,1.8163750716575942
O,15, 2t ,1.8163750716575942
O,16,2t ,1.8163750716575942
O,17,rt ,1.8046186081521638
O,18,to ,1.7804576669728935
O,19, pr,1.7611236555954566
O,20, 65,1.726346087766392
P,1, rn ,3.7950496404073104
P,2, rn,3.7806770105356207
P,3,rn ,3.759414056684661
P,4,rem,1.0627258344580057
P,5,madr,1.012881494364563
P,6,madre,1.012881494364563
P,7, madr,1.012881494364563
P,8,adre ,0.9904962524774089
P,9,dre ,0.9816076009603709
P,10,adre,0.9664135306927655
P,11,adr,0.8990735866451044
P,12,nat,0.8942222736881074
P,13,atur,0.8841261294978274
P,14,mad,0.8775902307666198
P,15, prem,0.8724467633348749
P,16, mad,0.8612835774563395
P,17,pre,0.835279639932195
P,18,remat,0.8351491233889041
P,19,rema,0.8351491233889041
P,20,prem,0.8351491233889041
Q,1,lia ,1.1045714025214841
Q,2,gen,1.0280761735964032
Q,3,ngeni,0.9909297056110974
Q,4,ngen,0.9909297056110974
Q,5,ongen,0.9909297056110974
Q,6,ita ,0.97285350855069
Q,7, cia ,0.959865068815629
Q,8,alia ,0.942720552327376
Q,9,alia,0.942720552327376
Q,10,conge,0.9388743552025122
Q,11,onge,0.9388743552025122
Q,12, cong,0.9318739882955154
Q,13,cong,0.9318739882955154
Q,14,tero ,0.8786118973749909
Q,15,utero,0.8743709331046191
Q,16,genit,0.8702162008120522
Q,17,geni,0.865219927004596
Q,18,ong,0.8635107224978816
Q,19,nge,0.853353243122427
Q,20,falia,0.8460695848485505
R,1,uria ,1.4754879228480435
