epoch,candidate_id,train_loss,val_loss,val_accuracy,macro_f1,weighted_f1
1,b_warmup_32_lr2e5,3.2590145766735077,2.840957447886467,0.263671875,0.057726529445034515,0.16044316641677048
2,b_warmup_32_lr2e5,2.6504806987941265,2.356525406241417,0.392578125,0.17493390858075575,0.3008204319614689
3,b_warmup_32_lr2e5,2.3148938585072756,2.188217580318451,0.4208984375,0.211762792110913,0.33215923189127405
4,b_warmup_32_lr2e5,2.1779816169291735,2.13299822807312,0.4345703125,0.2202066781925264,0.34870264494044667
